TDEP,Cons,CAL,GR,LLD,LLS,RHOB,NPHI,PEF,DT,PHIF  (%),PHIf
2645.25,1,0.571,78.5409,1190.4379,178.0296,2.644,0.058,3.145,53.1315,0.0843,0.0008
2645.375,1,0.567,77.4683,52342.9063,369.8507,2.655,0.044,3.116,52.922,0.049,0.0005
2645.5,1,0.579,75.4796,46309.0703,325.7093,2.648,0.048,3.128,54.1221,0.0617,0.0006
2645.625,1,0.61,74.5299,5509.416,243.8424,2.62,0.053,3.164,54.8444,0.1032,0.001
2645.75,1,0.614,76.3624,4148.353,254.345,2.6115,0.053,3.181,55.6324,0.1145,0.0011
2645.875,1,0.618,79.7225,2787.2886,264.8475,2.603,0.053,3.198,56.4203,0.1265,0.0013
2646,1,0.626,78.3764,52343.2695,1655.0646,2.599,0.067,3.353,57.3204,0.1705,0.0017
2646.125,1,0.633,76.2843,180.9441,47.5997,2.301,0.067,2.736,58.9683,1.1029,0.011
2646.25,1,0.633,74.6503,94.5291,24.3735,2.603,0.076,2.95,58.2461,0.1906,0.0019
2646.375,1,0.637,75.1286,223.3871,51.5774,2.636,0.06,3.021,57.959,0.0981,0.001
2646.5,1,0.643,75.7278,267.2013,60.8531,2.6345,0.0565,3.0065,57.2577,0.0925,0.0009
2646.625,1,0.649,75.2434,310.9365,70.1309,2.633,0.053,2.992,56.5564,0.0871,0.0009
2646.75,1,0.633,81.2791,366.2924,79.6282,2.577,0.048,2.903,53.1951,0.1532,0.0015
2646.875,1,0.695,82.9699,624.059,99.9638,2.64,0.046,2.914,54.0751,0.0663,0.0007
2647,1,0.579,86.3136,1313.9833,126.5724,2.627,0.05,2.963,52.6402,0.0882,0.0009
2647.125,1,0.5675,83.9941,2042.9043,142.4251,2.643,0.051,3.0025,52.3022,0.0721,0.0007
2647.25,1,0.556,85.3354,2771.8237,158.2587,2.659,0.052,3.042,51.9642,0.0578,0.0006
2647.375,1,0.533,82.5805,9652.6357,227.325,2.652,0.049,3.037,54.3203,0.0595,0.0006
2647.5,1,0.54,84.2013,18321.5449,296.7654,2.677,0.033,3.048,54.1629,0.0208,0.0002
2647.625,1,0.533,84.0813,23775.1387,310.1075,2.68,0.036,3.106,53.5254,0.0219,0.0002
2647.75,1,0.54,83.361,34799.1016,337.4022,2.69,0.025,3.152,51.0721,0.0092,0.0001
2647.875,1,0.542,80.3505,30520.1152,341.8038,2.69,0.026,3.128,52.0832,0.0098,0.0001
2648,1,0.544,81.1665,26241.1289,346.2055,2.69,0.027,3.104,53.0942,0.0104,0.0001
2648.125,1,0.533,83.2251,44160.5898,403.0718,2.649,0.035,3.004,52.2895,0.0413,0.0004
2648.25,1,0.564,85.3696,39715.4844,342.579,2.638,0.044,3.186,53.0124,0.0649,0.0006
2648.375,1,0.548,87.7216,31516.4922,411.1954,2.472,0.041,3.192,52.9557,0.3432,0.0034
2648.5,1,0.742,93.2343,52343.9805,374.9655,2.577,0.044,2.829,55.1539,0.1424,0.0014
2648.625,1,0.649,95.6748,44282.043,373.2286,2.5555,0.0395,2.7185,55.119,0.1646,0.0016
2648.75,1,0.556,94.9215,36220.2734,371.4951,2.534,0.035,2.608,55.0842,0.1885,0.0019
2648.875,1,0.567,88.7898,23471.8555,334.3502,2.416,0.06,3.134,54.6772,0.6007,0.006
2649,1,0.556,86.3263,31808.1758,392.9785,2.589,0.057,3.039,53.8629,0.1587,0.0016
2649.125,1,0.54,83.7543,52342.7383,414.9903,2.707,0.037,3.039,53.3214,0.0104,0.0001
2649.25,1,0.5365,86.2146,41850.8281,405.9119,2.688,0.0305,3.0055,52.9304,0.0135,0.0001
2649.375,1,0.533,87.605,31358.9297,396.8358,2.669,0.024,2.972,52.5394,0.017,0.0002
2649.5,1,0.54,85.2033,28802.6719,402.7921,2.651,0.028,2.995,52.788,0.0312,0.0003
2649.625,1,0.564,86.7686,17730.2207,391.8413,2.638,0.03,3.121,53.5355,0.0433,0.0004
2649.75,1,0.579,83.6873,19347.5,370.4373,2.64,0.027,3.134,53.3791,0.0378,0.0004
2649.875,1,0.579,86.9916,38465.7109,384.6888,2.673,0.033,3.098,54.693,0.0229,0.0002
2650,1,0.5945,81.5808,31900.4395,374.6907,2.6735,0.032,3.15,54.7157,0.0217,0.0002
2650.125,1,0.61,76.0685,25335.1465,364.6814,2.674,0.031,3.202,54.7385,0.0205,0.0002
2650.25,1,0.664,76.5375,13946.5127,503.3888,2.663,0.024,3.223,54.9155,0.02,0.0002
2650.375,1,0.687,80.5726,13736.291,349.6951,2.593,0.026,3.063,53.9889,0.08,0.0008
2650.5,1,0.707,84.4496,16041.0254,363.1742,2.654,0.032,3.004,54.2912,0.0338,0.0003
2650.625,1,0.7125,81.3166,16042.0654,351.827,2.654,0.029,3.026,53.9565,0.0304,0.0003
2650.75,1,0.718,78.224,16043.1074,340.4757,2.654,0.026,3.048,53.6218,0.0271,0.0003
2650.875,1,0.695,79.485,17623.6953,341.464,2.653,0.029,3.171,53.9699,0.031,0.0003
2651,1,0.672,83.85,30243.5254,359.2611,2.673,0.036,3.107,52.9096,0.0259,0.0003
2651.125,1,0.649,84.0496,15328.7666,406.7143,2.671,0.027,3.144,52.4016,0.0186,0.0002
2651.25,1,0.672,86.1583,16854.6602,407.5063,2.664,0.033,3.12,50.5187,0.0283,0.0003
2651.375,1,0.6605,85.3095,16079.3545,412.8212,2.669,0.026,3.176,50.9652,0.0187,0.0002
2651.5,1,0.649,88.7725,15304.0557,418.1315,2.674,0.019,3.232,51.4118,0.0112,0.0001
2651.625,1,0.66,88.3311,13787.5508,411.9259,2.672,0.015,3.13,53.2656,0.0095,0.0001
2651.75,1,0.664,88.8143,18765.1836,500.6292,2.652,0.018,3.041,52.0699,0.0204,0.0002
2651.875,1,0.649,89.245,20214.8535,452.3643,2.669,0.024,3.118,53.1552,0.017,0.0002
2652,1,0.6605,90.2135,24379.2891,502.8357,2.6755,0.024,3.0945,53.1709,0.0141,0.0001
2652.125,1,0.672,89.2425,28543.7363,553.3481,2.682,0.024,3.071,53.1865,0.0115,0.0001
2652.25,1,0.672,87.2488,16153.1182,484.8246,2.673,0.012,3.119,53.8097,0.0075,0.0001
2652.375,1,0.687,86.57,8479.9854,420.5711,2.692,0.018,3.21,53.7251,0.0051,0.0001
2652.5,1,0.695,86.661,5642.1685,425.2712,2.684,0.023,3.124,53.4502,0.0101,0.0001
2652.625,1,0.707,85.157,5030.9854,400.5169,2.666,0.023,3.138,53.9985,0.0176,0.0002
2652.75,1,0.707,83.4446,7115.5796,416.4869,2.6585,0.0235,3.1075,53.7093,0.022,0.0002
2652.875,1,0.707,82.069,9200.1748,432.4569,2.651,0.024,3.077,53.4201,0.0268,0.0003
2653,1,0.695,83.281,17899.0547,473.0984,2.656,0.037,3.174,53.6972,0.0386,0.0004
2653.125,1,0.703,81.0173,19333.5566,468.7344,2.711,0.032,3.431,53.7624,0.0064,0.0001
2653.25,1,0.703,82.7753,20373.9844,500.6948,2.663,0.025,3.044,53.5056,0.0209,0.0002
2653.375,1,0.695,78.7633,26660.625,408.5726,2.717,0.031,3.383,53.6885,0.0045,0
2653.5,1,0.6895,79.6795,19503.6875,403.3212,2.7015,0.036,3.222,53.2328,0.0118,0.0001
2653.625,1,0.684,78.0265,12346.7568,398.0717,2.686,0.041,3.061,52.7771,0.0233,0.0002
2653.75,1,0.703,80.6968,3747.1133,322.4568,2.654,0.032,3.018,53.5752,0.0338,0.0003
2653.875,1,0.695,85.0396,3119.5122,309.8045,2.635,0.026,3.095,53.7311,0.0403,0.0004
2654,1,0.718,87.6263,4322.896,285.773,2.647,0.023,3.073,52.9556,0.0283,0.0003
2654.125,1,0.724,90.2256,5486.3149,294.093,2.6505,0.024,3.0585,53.1185,0.0271,0.0003
2654.25,1,0.73,88.092,6649.7358,302.4143,2.654,0.025,3.044,53.2813,0.026,0.0003
2654.375,1,0.742,80.407,10572.5352,316.3323,2.663,0.03,3.132,53.8403,0.0258,0.0003
2654.5,1,0.796,77.2486,16510.4023,293.3528,2.665,0.029,3.007,53.3432,0.0236,0.0002
2654.625,1,0.85,75.4773,16764.084,266.3077,2.672,0.021,2.96,53.2176,0.0134,0.0001
2654.75,1,0.85,81.2886,14808.2627,242.863,2.662,0.03,3.153,52.4873,0.0264,0.0003
2654.875,1,0.848,83.888,12470.6914,239.1578,2.661,0.029,3.1715,51.906,0.026,0.0003
2655,1,0.846,86.415,10133.123,235.4528,2.66,0.028,3.19,51.3247,0.0255,0.0003
2655.125,1,0.989,83.075,8183.1338,215.3353,2.671,0.017,3.101,52.2107,0.0037,0
2655.25,1,2.05,81.6216,8419.2383,241.1698,2.7,0.024,3.211,52.5279,0.0018,0
2655.375,1,2.453,80.647,9749.9795,253.7826,2.671,0.019,3.122,53.4442,0.0042,0
2655.5,1,2.503,82.6568,8973.835,239.6345,2.6535,0.0125,3.1695,53.7934,0.0052,0.0001
2655.625,1,2.553,81.9185,8197.6816,225.4278,2.636,0.006,3.217,54.1426,0.0064,0.0001
2655.75,1,1.45,82.1985,6705.7534,216.0948,2.63,0.017,3.125,51.6003,0.0125,0.0001
2655.875,1,1.477,82.235,6258.8711,168.6513,2.675,0.022,3.06,53.0356,0.0044,0
2656,1,1.5,83.8433,6326.0679,151.443,2.664,0.013,3.095,53.1366,0.0037,0
2656.125,1,1.469,83.499,5948.5737,156.3737,2.671,0.012,3.106,53.7838,0.0026,0
2656.25,1,1.448,82.3033,5913.4653,150.9591,2.6735,0.0135,3.184,53.8654,0.0026,0
2656.375,1,1.427,78.441,5878.3574,145.5515,2.676,0.015,3.262,53.947,0.0026,0
2656.5,1,1.392,79.183,5538.1045,150.6553,2.667,0.012,3.033,53.8098,0.0031,0
2656.625,1,1.407,83.451,3772.248,136.4137,2.699,0.009,3.145,52.1751,0.0003,0
2656.75,1,1.4,88.052,2535.448,124.3113,2.736,0.015,3.16,52.1813,0,0
2656.875,1,1.4035,87.4626,2427.5327,122.179,2.732,0.0155,3.197,52.2675,0,0
2657,1,1.407,84.262,2319.6169,120.0459,2.728,0.016,3.234,52.3537,0,0
2657.125,1,1.462,82.5133,2131.335,123.5404,2.7,0.014,3.18,54.6863,0.0006,0
2657.25,1,1.555,81.816,2572.7146,133.2921,2.696,0.022,3.145,52.0993,0.0018,0
2657.375,1,1.624,82.3677,2158.4922,131.5643,2.661,0.025,3.135,52.5071,0.008,0.0001
2657.5,1,1.733,85.4467,2092.8047,137.3974,2.621,0.041,3.061,53.1711,0.0328,0.0003
2657.625,1,1.7715,86.2762,2098.7029,138.0095,2.5705,0.0515,3.048,53.1934,0.0814,0.0008
2657.75,1,1.81,84.6585,2104.6013,138.6228,2.52,0.062,3.035,53.2157,0.1579,0.0016
2657.875,1,1.872,84.5625,1426.5176,140.1568,2.558,0.071,2.981,53.2576,0.1293,0.0013
2658,1,1.926,85.578,934.4346,120.6991,2.608,0.062,3.114,54.2318,0.0648,0.0006
2658.125,1,2.027,88.0866,940.0708,121.145,2.585,0.053,3.074,55.342,0.071,0.0007
2658.25,1,2.0925,87.6082,940.3725,121.5403,2.606,0.0515,3.076,55.4462,0.0529,0.0005
2658.375,1,2.158,89.1485,940.6743,121.9361,2.627,0.05,3.078,55.5503,0.0379,0.0004
2658.5,1,2.22,87.8185,766.1998,111.5174,2.647,0.066,3.147,55.1516,0.0423,0.0004
2658.625,1,2.228,87.2363,519.0937,99.8849,2.617,0.064,3.098,55.2806,0.0605,0.0006
2658.75,1,2.29,84.7013,491.6807,105.4754,2.576,0.067,2.913,54.2505,0.1017,0.001
2658.875,1,2.383,85.104,467.4202,118.7535,2.627,0.049,3.025,54.8065,0.037,0.0004
2659,1,2.3945,84.0123,416.8735,108.5687,2.6025,0.0555,3.0355,53.765,0.0605,0.0006
2659.125,1,2.406,84.127,366.3266,98.3727,2.578,0.062,3.046,52.7234,0.0912,0.0009
2659.25,1,2.46,82.9963,389.6641,89.3523,2.563,0.073,2.966,52.7437,0.1274,0.0013
2659.375,1,2.561,83.8687,461.8775,82.551,2.575,0.098,2.995,57.9738,0.1668,0.0017
2659.5,1,2.778,79.9897,377.3221,74.9488,2.588,0.145,3.061,58.5238,0.2756,0.0028
2659.625,1,2.917,77.719,239.1962,60.233,2.554,0.156,2.926,59.7741,0.3837,0.0038
2659.75,1,2.9945,72.9332,184.5904,54.19,2.5585,0.155,2.9285,60.8589,0.3699,0.0037
2659.875,1,3.072,72.3865,129.6774,48.1142,2.563,0.154,2.931,61.9438,0.3564,0.0036
2660,1,3.134,70.7628,111.5414,46.6786,2.575,0.147,2.636,65.2856,0.307,0.0031
2660.125,1,3.169,68.479,104.7184,45.8705,2.533,0.157,2.862,64.3657,0.4365,0.0044
2660.25,1,3.219,68.9913,103.6234,48.0262,2.601,0.168,3.027,66.0385,0.3269,0.0033
2660.375,1,3.4205,69.2982,102.1468,47.2056,2.5925,0.162,2.975,65.8169,0.3233,0.0032
2660.5,1,3.622,69.0345,100.6679,48.5317,2.584,0.156,2.923,65.5953,0.3198,0.0032
2660.625,1,3.219,68.4795,96.8557,42.9308,2.571,0.164,2.699,64.5685,0.3763,0.0038
2660.75,1,3.204,67.7967,95.3042,41.2523,2.556,0.165,2.879,64.9038,0.4144,0.0041
2660.875,1,3.204,70.4593,78.2793,36.4228,2.581,0.187,3.008,65.784,0.4446,0.0044
2661,1,3.157,74.1303,73.2868,32.7734,2.605,0.181,2.953,64.5816,0.3654,0.0037
2661.125,1,3.1105,78.8617,74.0244,32.3888,2.6085,0.1735,3.0135,63.1836,0.3308,0.0033
2661.25,1,3.064,81.18,74.7616,32.0052,2.612,0.166,3.074,61.7855,0.2982,0.003
2661.375,1,2.809,85.2537,70.9365,28.6708,2.57,0.135,2.759,61.1667,0.2773,0.0028
2661.5,1,2.762,94.6403,252.3405,38.803,2.551,0.141,2.861,57.6273,0.3348,0.0033
2661.625,1,2.716,103.657,1202.2251,44.2333,2.567,0.103,2.873,56.169,0.1906,0.0019
2661.75,1,2.6985,108.878,1147.6992,45.1787,2.5445,0.103,2.905,55.8867,0.226,0.0023
2661.875,1,2.681,110.555,1093.1733,46.123,2.522,0.103,2.937,55.6045,0.265,0.0027
2662,1,2.724,113.842,779.3259,44.0213,2.542,0.122,2.937,55.3107,0.2881,0.0029
2662.125,1,2.84,114.466,253.1554,38.8478,2.591,0.115,3.011,56.4254,0.1855,0.0019
2662.25,1,2.917,112.36,317.3021,42.1646,2.594,0.094,2.855,57.5941,0.1333,0.0013
2662.375,1,2.863,105.937,217.8172,39.3312,2.595,0.102,2.934,58.4441,0.1492,0.0015
2662.5,1,2.8535,103.103,195.6153,38.5593,2.6115,0.11,2.8515,58.608,0.1456,0.0015
2662.625,1,2.844,103.922,173.3675,37.7878,2.628,0.118,2.769,58.7719,0.142,0.0014
2662.75,1,2.844,103.88,286.6511,44.3737,2.568,0.094,2.785,58.9749,0.1671,0.0017
2662.875,1,2.871,102.426,468.7323,49.1163,2.588,0.069,2.897,58.7635,0.0931,0.0009
2663,1,2.917,98.645,282.6144,47.0027,2.593,0.098,2.804,59.7176,0.143,0.0014
2663.125,1,2.9325,100.099,216.1699,45.0799,2.578,0.1135,2.772,58.6122,0.2012,0.002
2663.25,1,2.948,101.571,149.3727,43.1551,2.563,0.129,2.74,57.5068,0.2713,0.0027
2663.375,1,2.878,100.896,107.9446,38.8067,2.578,0.112,2.774,61.5585,0.1973,0.002
2663.5,1,2.867,101.871,137.5144,43.1427,2.606,0.105,2.744,61.5395,0.1417,0.0014
2663.625,1,2.82,101.806,161.4842,45.0832,2.635,0.129,2.789,60.5257,0.1573,0.0016
2663.75,1,2.398,104.257,150.1987,44.6854,2.581,0.152,2.828,60.591,0.3121,0.0031
2663.875,1,2.3245,103.805,145.8212,44.025,2.5635,0.1455,2.806,58.861,0.3249,0.0032
2664,1,2.251,103.142,141.4402,43.3673,2.546,0.139,2.784,57.1311,0.3381,0.0034
2664.125,1,2.205,107.072,301.6457,57.986,2.573,0.085,2.755,51.6326,0.1402,0.0014
2664.25,1,2.127,109.33,1331.9294,68.4381,2.597,0.065,2.957,49.6806,0.0783,0.0008
2664.375,1,2.112,112.523,1616.9498,70.0749,2.615,0.049,3.104,50.4751,0.0441,0.0004
2664.5,1,2.135,107.15,537.9288,67.7761,2.639,0.051,2.985,50.7563,0.0323,0.0003
2664.625,1,2.166,105.358,485.1766,66.1195,2.6285,0.056,2.988,51.418,0.0432,0.0004
2664.75,1,2.197,104.542,432.4243,64.4592,2.618,0.061,2.991,52.0796,0.0559,0.0006
2664.875,1,2.236,108.05,335.8596,61.6113,2.611,0.062,3.106,53.5895,0.0625,0.0006
2665,1,2.275,105.975,228.7255,55.1088,2.597,0.095,3.063,55.5225,0.1318,0.0013
2665.125,1,2.298,110.394,275.4189,60.8435,2.551,0.093,3.016,57.3309,0.189,0.0019
2665.25,1,2.2805,111.122,299.5363,61.257,2.5415,0.0915,2.92,59.5678,0.1995,0.002
2665.375,1,2.263,112.873,323.8177,61.67,2.532,0.09,2.824,61.8048,0.2103,0.0021
2665.5,1,2.22,107.73,227.2731,56.7238,2.556,0.082,2.742,59.6542,0.1555,0.0016
2665.625,1,2.236,99.3707,183.8034,53.094,2.569,0.108,2.662,61.9881,0.2006,0.002
2665.75,1,2.189,95.2677,164.0622,52.4423,2.589,0.117,2.664,61.8254,0.1936,0.0019
2665.875,1,2.096,83.5417,200.4256,62.8858,2.599,0.105,2.647,61.2881,0.1507,0.0015
2666,1,2.0535,79.24,244.2599,68.7501,2.5965,0.09,2.696,60.5717,0.1223,0.0012
2666.125,1,2.011,74.889,287.9911,74.5961,2.594,0.075,2.745,59.8553,0.0973,0.001
2666.25,1,1.949,82.3013,360.408,83.3125,2.565,0.094,2.803,57.1221,0.1712,0.0017
2666.375,1,1.856,89.8253,483.0822,95.2089,2.566,0.078,3.061,56.8913,0.1341,0.0013
2666.5,1,1.833,101.08,613.9234,100.2934,2.566,0.082,3.132,56.0262,0.1426,0.0014
2666.625,1,1.8215,106.306,730.7354,101.8945,2.566,0.0755,3.108,56.576,0.129,0.0013
2666.75,1,1.81,109.486,847.5471,103.4942,2.566,0.069,3.084,57.1257,0.1161,0.0012
2666.875,1,1.81,104.733,514.4647,90.999,2.567,0.092,2.94,57.4949,0.1637,0.0016
2667,1,1.818,100.034,189.2769,64.5574,2.582,0.088,2.995,58.5291,0.1354,0.0014
2667.125,1,1.795,100.072,163.3414,59.8034,2.612,0.099,3.047,57.7626,0.1222,0.0012
2667.25,1,1.636,101.934,222.5399,68.6084,2.578,0.072,2.956,57.4619,0.1086,0.0011
2667.375,1,1.5835,103.799,346.1282,77.5925,2.5805,0.065,2.951,56.8766,0.0937,0.0009
2667.5,1,1.531,100.984,471.5609,86.5407,2.583,0.058,2.946,56.2913,0.0801,0.0008
2667.625,1,1.493,98.6128,860.3325,101.7697,2.596,0.057,2.97,53.8231,0.0676,0.0007
2667.75,1,1.431,97.765,1115.4579,109.4668,2.603,0.061,3.127,53.4516,0.0674,0.0007
2667.875,1,1.415,100.142,820.6658,105.1027,2.572,0.068,3.143,53.3429,0.1077,0.0011
2668,1,1.415,102.439,955.4983,111.719,2.602,0.0565,3.073,53.5563,0.0622,0.0006
2668.125,1,1.415,103.075,1090.3307,118.3341,2.632,0.045,3.003,53.7698,0.0306,0.0003
2668.25,1,1.322,100.313,949.4828,121.5346,2.65,0.066,3.013,53.2646,0.0405,0.0004
2668.375,1,1.322,96.5193,906.3992,123.0959,2.601,0.069,3.109,53.3106,0.0809,0.0008
2668.5,1,1.33,94.4457,1147.6097,132.9181,2.597,0.054,3.175,53.5613,0.0627,0.0006
2668.625,1,1.26,90.973,1114.3434,134.2856,2.62,0.047,3.15,53.5561,0.039,0.0004
2668.75,1,1.229,89.6265,1406.6783,142.5088,2.624,0.0525,3.1335,53.9251,0.0422,0.0004
2668.875,1,1.198,87.6545,1699.0116,150.7114,2.628,0.058,3.117,54.2941,0.0456,0.0005
2669,1,1.198,91.4275,1788.527,154.9169,2.624,0.044,3.11,54.4667,0.0339,0.0003
2669.125,1,1.214,95.3803,2436.3047,164.0331,2.609,0.051,3.01,55.1858,0.0503,0.0005
2669.25,1,1.183,97.974,4558.5942,182.3003,2.617,0.057,3.218,54.5066,0.0518,0.0005
2669.375,1,1.148,96.2578,3935.3909,183.8142,2.6135,0.068,3.1525,54.1762,0.0686,0.0007
2669.5,1,1.113,93.2685,3312.1924,185.3238,2.61,0.079,3.087,53.8459,0.0884,0.0009
2669.625,1,1.121,90.5452,6173.9951,202.2928,2.577,0.064,3.022,52.7586,0.0955,0.001
2669.75,1,1.067,89.6197,5819.7349,201.7988,2.614,0.061,3.266,51.8999,0.0589,0.0006
2669.875,1,1.044,90.9027,5629.7837,199.0945,2.615,0.049,2.919,52.1415,0.0441,0.0004
2670,1,0.912,93.06,4126.1611,189.1261,2.586,0.042,2.801,52.4983,0.0556,0.0006
2670.125,1,0.8735,92.5187,7214.0825,199.1235,2.6075,0.0405,2.8815,52.8087,0.0398,0.0004
2670.25,1,0.835,88.868,10301.9756,209.09,2.629,0.039,2.962,53.119,0.0271,0.0003
2670.375,1,0.858,89.6,6812.1123,213.0106,2.649,0.037,3.004,52.8495,0.0174,0.0002
2670.5,1,0.912,91.7123,4958.0679,207.081,2.631,0.041,3.08,52.8037,0.0278,0.0003
2670.625,1,0.958,94.9007,7849.5874,231.8236,2.613,0.043,2.906,52.2999,0.0391,0.0004
2670.75,1,0.974,93.787,7227.2393,236.1915,2.649,0.027,2.977,51.6394,0.0119,0.0001
2670.875,1,0.997,94.2351,8034.7573,244.1131,2.65,0.0285,2.982,51.3531,0.0124,0.0001
2671,1,1.02,96.5495,8842.2793,252.045,2.651,0.03,2.987,51.0668,0.0128,0.0001
2671.125,1,0.974,97.7325,13348.6543,247.5043,2.628,0.029,2.996,51.2511,0.0202,0.0002
2671.25,1,0.951,92.24,15872.3223,248.3374,2.625,0.03,2.964,51.7688,0.0221,0.0002
2671.375,1,0.916,85.2553,19128.9297,282.2497,2.639,0.032,2.961,52.1098,0.0179,0.0002
2671.5,1,0.9565,83.3235,18485.1641,268.7531,2.64,0.0265,2.943,52.0788,0.0144,0.0001
2671.625,1,0.997,90.9025,17841.3945,255.2115,2.641,0.021,2.925,52.0477,0.0113,0.0001
2671.75,1,0.835,91.9471,16206.334,265.4257,2.665,0.03,3.024,51.8567,0.009,0.0001
2671.875,1,0.811,91.2223,16870.7266,284.952,2.654,0.026,3.05,51.3133,0.0101,0.0001
2672,1,0.765,85.1536,16337.9512,337.9054,2.662,0.024,3.098,51.2758,0.0074,0.0001
2672.125,1,0.734,84.2196,19039.1582,348.5718,2.653,0.025,2.997,50.9903,0.0099,0.0001
2672.25,1,0.738,81.5408,19573.0645,347.0049,2.6485,0.022,2.945,50.7585,0.0097,0.0001
2672.375,1,0.742,80.6915,20106.9707,345.4374,2.644,0.019,2.893,50.5267,0.0096,0.0001
2672.5,1,0.707,85.9695,16828.2832,305.2195,2.658,0.011,3.011,50.3395,0.0041,0
2672.625,1,0.711,88.622,10953.0322,317.2428,2.645,0.012,2.998,50.8713,0.0067,0.0001
2672.75,1,0.664,89.8037,10618.1094,317.5649,2.643,0.022,2.973,50.872,0.0112,0.0001
2672.875,1,0.66,87.2708,10477.7979,333.6922,2.643,0.0205,3.003,51.1351,0.0105,0.0001
2673,1,0.656,87.5635,10337.4854,349.8072,2.643,0.019,3.033,51.3982,0.0098,0.0001
2673.125,1,0.664,88.1878,7863.4082,361.8879,2.672,0.025,3.206,51.5218,0.0058,0.0001
2673.25,1,0.66,85.403,7250.7056,321.4195,2.676,0.036,3.112,51.6491,0.0089,0.0001
2673.375,1,0.637,83.753,8485.9004,334.308,2.662,0.037,3.25,52.1129,0.0131,0.0001
2673.5,1,0.618,81.1683,8729.2891,327.6824,2.679,0.039,3.353,51.8542,0.0094,0.0001
2673.625,1,0.6065,81.3581,8319.3164,326.7922,2.6685,0.033,3.167,51.9452,0.0094,0.0001
2673.75,1,0.595,79.7785,7909.3457,325.9025,2.658,0.027,2.981,52.0362,0.0095,0.0001
2673.875,1,0.579,76.5695,5217.5952,236.3128,2.657,0.04,2.89,52.6442,0.0164,0.0002
2674,1,0.602,74.876,5201.5566,353.6002,2.656,0.037,2.907,52.5225,0.015,0.0002
2674.125,1,0.587,72.339,5206.6318,347.0515,2.662,0.039,3.039,52.621,0.0142,0.0001
2674.25,1,0.591,75.5586,7503.5332,343.8385,2.661,0.037,3.0725,52.6274,0.0134,0.0001
2674.375,1,0.595,79.751,9800.4365,340.6243,2.66,0.035,3.106,52.6338,0.0127,0.0001
2674.5,1,0.591,86.613,5399.6201,359.077,2.654,0.045,2.888,52.6429,0.0207,0.0002
2674.625,1,0.591,90.9463,3345.4153,352.6471,2.668,0.04,2.95,52.6874,0.0129,0.0001
2674.75,1,0.579,91.2973,4603.5581,361.4407,2.678,0.048,3.144,52.1201,0.014,0.0001
2674.875,1,0.587,91.444,3737.2556,347.935,2.666,0.036,3.096,51.7045,0.0115,0.0001
2675,1,0.5715,90.695,4049.5872,347.6551,2.672,0.0305,3.092,51.8744,0.0076,0.0001
2675.125,1,0.556,90.504,4361.917,347.3754,2.678,0.025,3.088,52.0443,0.0047,0
2675.25,1,0.556,86.2296,6113.1123,348.2028,2.666,0.04,2.979,52.29,0.0135,0.0001
2675.375,1,0.567,86.5247,14629.2793,427.5101,2.635,0.044,2.757,52.3996,0.0283,0.0003
2675.5,1,0.587,84.6113,16688.3359,348.007,2.627,0.042,2.708,52.7844,0.0306,0.0003
2675.625,1,0.579,85.5136,19114.0352,378.5071,2.636,0.03,2.946,52.5469,0.0178,0.0002
2675.75,1,0.583,84.5703,19766.4902,390.4333,2.6285,0.0305,2.93,52.6351,0.021,0.0002
2675.875,1,0.587,88.559,20418.9453,402.3629,2.621,0.031,2.914,52.7233,0.0245,0.0002
2676,1,0.591,91.337,12523.5625,381.0213,2.614,0.05,2.958,52.6009,0.0458,0.0005
2676.125,1,0.591,90.1966,9424.7305,359.8015,2.632,0.035,2.796,52.5989,0.0227,0.0002
2676.25,1,0.602,81.7263,11272.2813,374.1847,2.661,0.036,2.856,52.4734,0.0129,0.0001
2676.375,1,0.61,77.2413,12869.9258,372.7462,2.668,0.037,2.914,52.3601,0.0114,0.0001
2676.5,1,0.618,78.016,14467.5742,371.3069,2.675,0.038,2.972,52.2467,0.01,0.0001
2676.625,1,0.626,83.0373,10010.7002,359.148,2.666,0.033,3.036,51.8468,0.0101,0.0001
2676.75,1,0.637,79.8716,11599.9014,365.7628,2.631,0.039,2.905,51.9611,0.0262,0.0003
2676.875,1,0.649,77.9116,13998.915,388.8259,2.634,0.039,2.96,52.0181,0.0248,0.0002
2677,1,0.672,75.9926,12207.8486,387.9593,2.619,0.032,2.769,51.5157,0.0262,0.0003
2677.125,1,0.6915,79.05,11470.3164,391.7281,2.6315,0.0305,2.7925,51.6248,0.0198,0.0002
2677.25,1,0.711,77.691,10732.7813,395.5019,2.644,0.029,2.816,51.7339,0.0145,0.0001
2677.375,1,0.765,74.6336,9023.2559,401.0057,2.655,0.027,2.926,51.9081,0.0103,0.0001
2677.5,1,0.804,75.3853,11548.3857,380.8175,2.66,0.037,3.038,52.011,0.0137,0.0001
2677.625,1,0.835,73.9843,17209.7285,393.1324,2.672,0.044,2.953,52.0239,0.0137,0.0001
2677.75,1,0.835,76.517,14792.3701,394.4668,2.6705,0.036,2.94,51.9116,0.0102,0.0001
2677.875,1,0.835,76.303,12375.0098,395.8013,2.669,0.028,2.927,51.7993,0.0074,0.0001
2678,1,0.858,79.9336,8987.7793,404.3708,2.682,0.028,2.962,51.7825,0.0049,0
2678.125,1,0.893,83.5683,8852.7285,377.0937,2.664,0.04,2.876,51.6086,0.0141,0.0001
